Title,Year,Genre_1,Genre_2,Genre_3,Director,Writer_1,Writer_2,Writer_3,Actors_1,Actors_2,Actors_3,Actors_4,Metascore,imdbVotes,Language,Country,imdbRating
My Second Brother,1959,6.805938349954643,?,?,7.3125,7.35,7.281818181818182,7.1,7.133333333333333,7.533333333333334,7.1,7.1,?,128.0,Japanese,Japan,B
My Side of the Mountain,1969,6.3626827717736845,6.2881696428571345,?,6.35,6.7,6.7,6.7,6.7,6.700000000000001,6.7,6.7,?,692.0,English,USA,B
My Sister Eileen,1942,6.321287231826699,?,?,7.0,7.133333333333334,6.725,7.133333333333334,7.272727272727274,6.857142857142856,7.1,7.0200000000000005,?,883.0,English,USA,B
My Sister,2004,6.805938349954643,6.7513986013986,?,7.2,7.2,?,?,6.999999999999999,7.2,7.2,7.2,?,20.0,English,Australia,B
My Sisters Keeper,2009,6.805938349954643,?,?,6.966666666666668,6.457142857142857,7.1499999999999995,7.4,6.93,7.4,7.4,6.403846153846154,51.0,72.0,English,USA,B
My Six Convicts,1952,6.321287231826699,6.805938349954643,?,6.866666666666667,7.15,6.8,?,7.216666666666666,6.525,6.9,6.44,?,147.0,English,USA,B
My Soul to Take,2010,5.6362158167036265,6.511945812807886,6.295724782899136,6.000000000000001,5.7666666666666675,?,?,5.5600000000000005,4.8,6.199999999999999,5.05,25.0,16.0,English,USA,F
My Stepmother Is an Alien,1988,6.321287231826699,5.828839390386872,?,5.836363636363637,6.0,5.633333333333333,5.9,5.903999999999999,5.823076923076924,6.0200000000000005,5.6,?,20.0,English,USA,F
My Summer of Love,2004,6.805938349954643,6.596904663640125,?,6.05,6.8,6.05,6.8,6.85,6.692857142857143,7.166666666666667,6.8,82.0,16.0,English,UK,B
My Super Ex-Girlfriend,2006,6.321287231826699,6.596904663640125,5.828839390386872,6.007142857142858,5.8999999999999995,?,?,5.957894736842104,5.8875,5.953333333333332,6.033333333333334,50.0,53.0,English,USA,F
My Boss,2006,6.164596895343019,6.321287231826699,?,6.15,5.7,6.15,?,5.7,5.7,6.433333333333334,5.7,?,291.0,Korean,South Korea,C
My Tutor,1983,6.321287231826699,?,?,5.15,5.1,?,?,5.65,5.1,6.6,5.1,?,2.0,English,USA,F
My Uncle Benjamin,1969,6.321287231826699,?,?,7.366666666666667,7.2,7.2,7.275,7.2,7.5,7.2,7.2,?,563.0,French,Italy,B
My Week with Marilyn,2011,7.090517241379306,6.805938349954643,?,7.0,6.933333333333334,7.0,?,6.5,6.574999999999999,6.414285714285714,6.6923076923076925,65.0,70.0,French,UK,B
My Wife Is an Actress,2001,6.321287231826699,6.805938349954643,6.596904663640125,6.6,6.6,?,?,6.8999999999999995,6.666666666666667,6.407692307692309,6.6,57.0,3.0,French,France,B
My Wife Is a Gangster,2001,6.164596895343019,6.596904663640125,6.321287231826699,6.5,6.5,6.5,6.5,6.3,6.5,6.8,6.15,?,2.0,Korean,South Korea,B
My Wife Is a Gangster 2,2003,6.164596895343019,6.321287231826699,6.59053643724697,6.1,6.1,6.1,?,6.3,6.3,6.1,6.1,?,996.0,Korean,South Korea,C
My Wife Got Married,2008,6.321287231826699,6.596904663640125,?,5.8,6.2,5.7,?,6.2,6.859999999999999,5.7,5.7,?,287.0,Korean,South Korea,C
Myra Breckinridge,1970,6.321287231826699,?,?,4.3,6.45,4.3,6.466666666666668,5.58,6.045454545454546,5.777777777777778,4.3,?,2.0,English,USA,F
Mysterious Island,1961,6.3626827717736845,6.2881696428571345,5.828839390386872,7.275,7.466666666666666,6.8,6.8,6.866666666666667,6.9125,6.433333333333334,7.25,?,4.0,English,UK,B
The Mysterious Island,1929,6.3626827717736845,6.596904663640125,5.828839390386872,6.2,6.18,6.800000000000001,?,7.138095238095237,6.2,6.74,7.425,?,384.0,English,USA,C
Mysterious Object at Noon,2000,6.805938349954643,6.511945812807886,?,7.1,N/A,?,?,7.0,7.0,7.0,?,57.0,601.0,Thai,Thailand,B
Mysterious Skin,2004,6.805938349954643,?,?,6.340000000000001,6.475,7.7,?,7.7,7.7,7.7,6.95,73.0,56.0,English,USA,A
Mysterium Occupation,2004,6.805938349954643,?,?,7.1,7.1,?,?,7.1,7.1,7.1,7.1,?,82.0,Belarusian,Belarus,B
Mystery,2012,6.295724782899136,?,?,6.8,6.65,6.3,6.7,6.65,6.833333333333333,6.3,6.3,?,553.0,Mandarin,China,C
Lupin the 3rd: The Mystery of Mamo,1978,6.792329149232918,6.164596895343019,6.3626827717736845,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,?,731.0,Japanese,Japan,B
Mystery Mansion,1983,6.3626827717736845,6.511945812807886,?,5.5,5.5,5.5,5.5,5.85,5.5,5.5,5.5,?,75.0,English,USA,C
Mystery Men,1999,6.164596895343019,6.321287231826699,6.270794392523365,6.0,4.7,6.0,?,6.229166666666665,6.25,6.79375,6.161538461538462,65.0,53.0,English,USA,C
Mystery Science Theater 3000: The Movie,1996,6.321287231826699,5.828839390386872,?,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,?,15.0,English,USA,A
Mystery Street,1950,6.59053643724697,6.805938349954643,7.172522522522525,6.861111111111112,7.014285714285714,7.006666666666667,6.8,7.1,7.1,7.62,6.75,?,1.0,English,USA,B
Mystery Train,1989,6.321287231826699,6.59053643724697,6.805938349954643,7.233333333333333,7.291666666666667,?,?,7.025,7.199999999999999,7.6,7.35,?,18.0,English,USA,A
Mystery of the Wax Museum,1933,5.6362158167036265,6.511945812807886,6.295724782899136,7.0736842105263165,6.9,6.9,6.300000000000001,6.558333333333334,6.754545454545454,6.8999999999999995,7.040000000000001,?,3.0,English,USA,B
Mystic Pizza,1988,6.321287231826699,6.805938349954643,6.596904663640125,5.73,5.255555555555556,5.255555555555556,6.0,6.066666666666667,6.343478260869564,6.672727272727272,6.715384615384616,60.0,17.0,English,USA,C
Mystic River,2003,6.59053643724697,6.805938349954643,6.511945812807886,7.048387096774195,6.710000000000001,7.933333333333334,?,6.684615384615384,6.704166666666667,6.7178571428571425,6.508333333333333,84.0,333.0,English,USA,A
Dragon Ball: Mystical Adventure,1988,6.792329149232918,6.164596895343019,6.3626827717736845,7.550000000000001,7.340000000000001,7.2,?,7.340000000000001,7.55,7.3999999999999995,7.24,?,856.0,Japanese,Japan,B
The Myth,2005,6.164596895343019,6.3626827717736845,6.321287231826699,5.0,6.2,6.2,6.2,6.2,6.477777777777781,6.2,6.2,?,11.0,Cantonese,Hong Kong,C
The Myth of Fingerprints,1997,6.805938349954643,6.321287231826699,?,5.900000000000001,6.25,?,?,6.1,5.9,6.1,6.1,58.0,2.0,English,USA,C
Na Tum Jaano Na Hum,2002,6.321287231826699,6.805938349954643,6.58008948545861,5.1,5.1,5.1,?,5.8909090909090915,6.438461538461538,5.066666666666666,6.35,?,2.0,Hindi,India,F
Naagu,1984,6.164596895343019,6.2881696428571345,6.805938349954643,6.4,N/A,?,?,5.975,6.4,6.5,6.4,?,15.0,Telugu,India,C
Nacho Libre,2006,6.321287231826699,6.2881696428571345,6.5056939501779345,6.325000000000001,6.325000000000001,6.233333333333334,6.32,6.165000000000001,5.7,5.7,5.7,52.0,64.0,English,Germany,C
Nadja,1994,6.805938349954643,5.6362158167036265,?,6.0,5.7,?,?,6.5,6.0,5.5,6.223076923076922,?,2.0,English,USA,C
Nagaram,2008,6.164596895343019,?,?,4.3,N/A,?,?,4.9,5.0,4.3,5.460000000000001,?,18.0,Telugu,India,F
Nagin,1954,6.805938349954643,6.58008948545861,6.596904663640125,6.6,6.6,6.6,6.6,7.433333333333333,7.5,5.85,6.6,?,28.0,Hindi,India,B
Naked,1993,6.321287231826699,6.805938349954643,?,7.5249999999999995,7.5249999999999995,?,?,6.536363636363637,7.9,7.775,7.9,84.0,22.0,English,UK,A
Naked Alibi,1954,7.172522522522525,6.59053643724697,6.805938349954643,6.5,6.333333333333333,6.5,6.5,7.391666666666667,7.344444444444444,6.650000000000001,6.5,?,383.0,English,USA,B
The Naked City,1948,6.59053643724697,6.805938349954643,7.172522522522525,7.477777777777778,7.333333333333333,7.7,7.7,7.325,6.625,6.95,7.100000000000001,?,8.0,English,USA,A
The Naked Edge,1961,6.511945812807886,6.295724782899136,?,6.3875,7.6,6.7,?,7.19642857142857,7.276470588235293,6.839999999999999,7.225,?,586.0,English,UK,B
The Naked Feminist,2004,7.163705103969749,?,?,7.4,7.4,?,?,6.625,7.4,7.4,7.4,?,40.0,English,USA,B
The Naked Gun: From the Files of Police Squad!,1988,6.321287231826699,6.59053643724697,?,5.785714285714286,7.18,6.640000000000001,6.188888888888889,5.882352941176471,6.8999999999999995,7.1,6.528571428571427,76.0,111.0,English,USA,A
The Naked Gun 2½: The Smell of Fear,1991,6.321287231826699,6.59053643724697,?,5.785714285714286,6.640000000000001,6.188888888888889,7.18,5.882352941176471,6.8999999999999995,6.528571428571427,6.8,?,81.0,English,USA,B
The Naked Jungle,1954,6.3626827717736845,6.805938349954643,6.295724782899136,6.4125000000000005,6.852380952380954,7.114285714285715,6.9,7.1000000000000005,6.82,6.466666666666666,6.633333333333333,?,2.0,English,USA,B
Naked Killer,1992,6.164596895343019,6.59053643724697,6.596904663640125,6.0,6.077777777777778,?,?,6.58,6.424999999999999,6.0,6.0,?,1.0,Cantonese,Hong Kong,C
The Naked Kiss,1964,6.59053643724697,6.805938349954643,?,7.288888888888888,7.288888888888888,?,?,6.779999999999999,5.95,6.800000000000001,6.8428571428571425,?,4.0,English,USA,B
Naked Lunch,1991,6.805938349954643,?,?,6.43,7.25,6.1933333333333325,?,6.144444444444444,6.946153846153847,6.928571428571429,6.072727272727274,67.0,34.0,English,Canada,B
The Naked Maja,1958,6.3626827717736845,7.090517241379306,6.805938349954643,6.92857142857143,6.5,5.966666666666666,6.660000000000001,6.6499999999999995,6.725,5.6,6.0,?,263.0,English,Italy,C
The Naked Prey,1965,6.3626827717736845,6.805938349954643,6.295724782899136,7.5,7.5,6.55,?,7.24,7.5,7.5,7.5,?,3.0,English,South Africa,A
The Naked Proof,2003,6.321287231826699,?,?,7.3,7.3,7.3,?,7.3,7.3,7.3,7.3,?,17.0,English,USA,B
The Naked Runner,1967,6.805938349954643,6.295724782899136,?,5.590000000000001,6.0,6.433333333333334,?,6.795652173913043,6.916666666666667,6.0,6.45,?,297.0,English,UK,C
Naked Weapon,2002,6.164596895343019,6.59053643724697,6.805938349954643,5.966666666666666,6.077777777777778,?,?,5.6,5.6,6.285714285714286,5.6,?,5.0,Cantonese,Hong Kong,C
Nala Damayanthi,2003,6.321287231826699,?,?,7.0,7.0200000000000005,7.0,?,6.214285714285715,7.0,7.0,7.0,?,356.0,Tamil,India,B
Nams Angels,1970,6.164596895343019,6.805938349954643,6.295724782899136,5.966666666666666,5.1000000000000005,?,?,5.942857142857143,6.8,4.933333333333334,5.5,?,302.0,English,USA,C
Namak Haraam,1973,6.805938349954643,?,?,7.957142857142856,7.6000000000000005,7.6000000000000005,7.789999999999999,6.275,6.851724137931033,7.666666666666667,6.7,?,1.0,Hindi,India,B
Name of the Rose,2003,6.164596895343019,6.7513986013986,6.59053643724697,3.5,3.5,3.5,?,3.5,3.5,4.3,3.5,?,211.0,English,Canada,F
The Name of the Rose,1986,6.59053643724697,6.511945812807886,6.295724782899136,7.111111111111111,7.8,6.7,6.977777777777778,6.6000000000000005,6.552380952380952,7.8,7.8,?,80.0,English,Italy,A
The Nameless,1999,6.805938349954643,5.6362158167036265,6.511945812807886,6.275,6.220000000000001,6.0,?,6.0,5.8,6.6,6.0,?,5.0,Spanish,Spain,C
Namkeen,1982,6.805938349954643,6.2881696428571345,?,8.033333333333333,7.5,7.789999999999999,7.789999999999999,7.814285714285714,6.833333333333335,6.616666666666667,7.5,?,265.0,Hindi,India,A
Nana to Kaoru,2011,6.792329149232918,6.7513986013986,?,5.5,5.25,?,?,5.5,5.5,5.5,5.5,?,6.0,Japanese,Japan,C
Nana to Kaoru: Chapter 2,2012,6.805938349954643,6.596904663640125,?,5.0,5.25,5.0,?,5.0,5.0,5.0,5.0,?,21.0,Japanese,Japan,F
Nancy Drew,2007,6.321287231826699,6.59053643724697,6.2881696428571345,6.066666666666666,6.066666666666666,5.9,5.9,5.928571428571428,5.9,5.9,5.5600000000000005,53.0,15.0,English,USA,C
Nancy Goes to Rio,1950,6.321287231826699,6.58008948545861,?,6.94,6.7250000000000005,6.6,6.3,7.0625,6.333333333333333,6.518181818181819,6.6,?,314.0,English,USA,B
Nandha,2001,6.805938349954643,?,?,8.0,8.0,?,?,7.4,8.0,7.050000000000001,7.6,?,884.0,Tamil,India,A
Nang-Nak,1999,5.6362158167036265,6.596904663640125,7.116258351893096,6.449999999999999,6.8,?,?,6.6,6.6,6.6,6.6,?,1.0,Thai,Thailand,B
The Nanny,1965,6.295724782899136,?,?,7.3,6.577777777777777,7.3,?,7.333333333333335,7.65,6.966666666666666,6.766666666666667,?,3.0,English,UK,B
The Nanny Diaries,2007,6.321287231826699,6.805938349954643,6.596904663640125,6.7,6.2,6.2,6.7,6.826315789473685,6.2,6.2,6.75,46.0,46.0,English,USA,C
Nanny McPhee,2005,6.321287231826699,6.2881696428571345,6.270794392523365,6.7250000000000005,7.1499999999999995,6.35,?,6.964285714285715,6.518749999999999,6.25,6.6,59.0,48.0,English,USA,B
Nanny McPhee Returns,2010,6.321287231826699,6.2881696428571345,6.270794392523365,6.1,7.1499999999999995,6.35,?,6.6875,6.1,7.025,6.1,52.0,18.0,English,UK,C
Nanook of the North,1922,7.163705103969749,?,?,7.25,N/A,?,?,7.8,7.8,7.8,7.8,?,7.0,N/A,USA,A
Napló apámnak,1990,7.090517241379306,6.805938349954643,?,7.0,7.0,7.0,?,7.0,7.0,7.55,7.15,?,63.0,Hungarian,Hungary,B
Napoleon Dynamite,2004,6.321287231826699,?,?,6.325000000000001,6.325000000000001,6.233333333333334,?,6.4399999999999995,7.366666666666667,6.9,6.7,64.0,158.0,English,USA,B
Napoleon and Samantha,1972,6.3626827717736845,6.805938349954643,?,6.4,5.275,?,?,6.65769230769231,6.7,6.2,6.300000000000001,?,622.0,English,USA,C
Napoleon,1927,7.090517241379306,6.805938349954643,7.13501199040767,7.4,7.4,?,?,7.4,7.4,7.4,7.4,?,5.0,N/A,France,B
Naqoyqatsi,2002,7.163705103969749,6.73577586206896,?,7.466666666666666,7.466666666666666,?,?,7.05925925925926,6.65,6.425000000000001,5.2700000000000005,59.0,4.0,English,USA,B
Narc,2002,6.59053643724697,6.805938349954643,6.511945812807886,7.0,6.8999999999999995,?,?,7.2,6.0200000000000005,7.2,7.2,70.0,33.0,English,USA,B
Narrow Margin,1990,6.164596895343019,6.59053643724697,6.295724782899136,5.775000000000001,6.433333333333334,6.949999999999999,7.3500000000000005,6.8279069767441865,6.2125,6.6,6.245454545454546,?,5.0,English,USA,B
The Narrow Margin,1952,7.172522522522525,6.295724782899136,?,6.436842105263157,6.949999999999999,7.3500000000000005,7.266666666666666,7.5,7.199999999999999,7.0,7.5,?,4.0,English,USA,A
Nashville,1975,6.321287231826699,6.805938349954643,6.73577586206896,6.603846153846153,6.433333333333333,?,?,7.8,7.8,6.595652173913043,6.366666666666667,?,17.0,English,USA,A
The Nasty Girl,1990,6.321287231826699,6.805938349954643,7.13501199040767,7.5,7.5,?,?,7.5,7.5,7.5,7.5,?,1.0,German,West Germany,A
National Lampoons Christmas Vacation,1989,6.321287231826699,?,?,6.4750000000000005,6.126666666666666,?,?,6.040000000000001,6.307692307692308,6.435714285714285,7.15,?,104.0,English,USA,A
National Lampoons European Vacation,1985,6.321287231826699,?,?,6.012499999999999,6.126666666666666,6.126666666666666,5.44,6.040000000000001,6.307692307692308,6.6,6.449999999999999,?,41.0,English,USA,C
National Lampoons Gold Diggers,2003,6.321287231826699,6.59053643724697,?,2.9,2.9,2.9,2.9,5.999999999999999,5.35,5.02,2.9,6.0,2.0,English,USA,F
National Lampoons Vacation,1983,6.3626827717736845,6.321287231826699,?,6.289999999999999,6.126666666666666,6.126666666666666,?,6.040000000000001,6.307692307692308,7.45,6.170833333333334,60.0,69.0,English,USA,B
National Security,2003,6.164596895343019,6.321287231826699,6.59053643724697,5.769230769230769,5.266666666666667,5.6000000000000005,?,5.539999999999999,6.188888888888889,5.88,6.433333333333334,31.0,38.0,English,USA,C
National Treasure,2004,6.164596895343019,6.3626827717736845,6.321287231826699,6.5625,6.013333333333332,6.275,6.1,6.542857142857144,6.8500000000000005,6.514285714285713,6.392857142857143,39.0,250.0,English,USA,B
National Treasure: Book of Secrets,2007,6.164596895343019,6.3626827717736845,6.321287231826699,6.5625,6.1,6.275,6.05,6.542857142857144,6.514285714285713,6.8500000000000005,6.559090909090911,48.0,179.0,English,USA,B
National Velvet,1944,6.805938349954643,6.2881696428571345,6.5056939501779345,7.0,7.4,7.4,6.88,6.584999999999999,7.245454545454547,6.889473684210528,7.6,?,4.0,English,USA,B
Native Land,1942,6.805938349954643,7.13501199040767,?,6.4,6.4,6.742857142857143,6.4,6.299999999999999,6.4,6.4,6.4,?,186.0,English,USA,C
Nativity 2: Danger in the Manger!,2012,6.321287231826699,?,?,5.8999999999999995,5.8999999999999995,?,?,6.5249999999999995,6.333333333333333,5.95,5.4,?,1.0,English,UK,F
The Nativity Story,2006,6.805938349954643,6.2881696428571345,?,6.549999999999999,7.05,?,?,7.0,6.950000000000001,7.133333333333333,6.966666666666666,52.0,8.0,English,USA,B
Nativity!,2009,6.321287231826699,6.2881696428571345,?,5.8999999999999995,5.8999999999999995,?,?,7.1,6.333333333333333,5.95,6.25,?,4.0,English,UK,B
The Natural,1984,6.805938349954643,6.5056939501779345,?,6.517647058823529,7.5,7.05,7.5,6.887499999999998,6.75,6.895238095238093,5.823076923076924,?,33.0,English,USA,A
Natural Born Killers,1994,6.59053643724697,6.805938349954643,?,6.831249999999999,7.8999999999999995,6.666666666666667,7.3,6.599999999999999,6.435714285714285,6.4,5.742857142857142,74.0,170.0,Navajo,USA,B
Natural City,2003,6.164596895343019,6.805938349954643,5.828839390386872,5.8,6.466666666666666,5.8,?,6.8999999999999995,5.8,5.8,5.8,?,3.0,Korean,South Korea,C
The Nature of the Beast,1995,6.59053643724697,5.6362158167036265,6.511945812807886,6.380000000000001,6.0200000000000005,?,?,5.941666666666666,5.670588235294119,6.25,6.5,?,1.0,English,USA,B
Naughty Marietta,1935,6.805938349954643,6.58008948545861,6.596904663640125,6.94,7.325,7.03888888888889,7.3307692307692305,7.383333333333333,6.8,6.811764705882351,6.75,?,761.0,English,USA,B
The Naughty Nineties,1945,6.321287231826699,6.59053643724697,6.596904663640125,6.183333333333334,7.016666666666667,7.06842105263158,7.7,7.088461538461538,7.095999999999999,7.199999999999999,7.35,?,1.0,English,USA,A
Nausicaä of the Valley of the Wind,1984,6.792329149232918,6.3626827717736845,6.270794392523365,8.142857142857142,7.846153846153846,7.846153846153846,6.533333333333332,8.1,8.1,8.1,8.1,?,92.0,Japanese,Japan,A
Navajo Joe,1966,6.757500000000003,?,?,7.166666666666667,7.25,6.4,6.4,5.911538461538462,6.4,6.4,7.262500000000001,?,2.0,Italian,Italy,C
Navarasa,2005,6.805938349954643,?,?,7.3999999999999995,7.3,?,?,6.933333333333334,7.5,7.5,7.5,?,28.0,English,India,A
The Navigator,1924,6.164596895343019,6.321287231826699,6.596904663640125,8.1,7.800000000000001,7.733333333333333,7.8,7.47391304347826,8.1,8.1,?,?,6.0,N/A,USA,A
The Navigator: A Medieval Odyssey,1988,6.164596895343019,6.3626827717736845,6.805938349954643,7.0,7.0,7.0,7.0,7.0,6.671428571428572,7.0,7.0,?,2.0,English,Australia,B
Navy Seals,1990,6.164596895343019,6.3626827717736845,6.295724782899136,5.94,5.4799999999999995,6.2,?,5.773913043478261,6.29,6.4399999999999995,6.133333333333333,?,12.0,English,USA,C
The Nazis Strike,1943,7.163705103969749,6.7513986013986,7.116258351893096,7.395238095238096,7.371428571428573,7.333333333333332,7.199999999999999,7.3,7.3,7.3,7.35,?,526.0,English,USA,B
The Neanderthal Man,1953,5.6362158167036265,5.828839390386872,?,5.9,5.56,4.6,?,4.6,4.6,4.1,4.6,?,273.0,English,USA,F
Near Dark,1987,6.164596895343019,6.59053643724697,6.805938349954643,6.8999999999999995,7.0,6.075,?,6.65,6.2,5.670588235294119,6.715384615384614,?,24.0,English,USA,B
The Nearsighted School Teacher,1898,6.7513986013986,6.321287231826699,?,N/A,N/A,?,?,5.5,?,?,?,?,8.0,N/A,USA,C
Nebraska,2013,6.3626827717736845,6.321287231826699,6.805938349954643,7.366666666666667,7.8,?,?,6.571428571428571,6.2,7.199999999999999,6.566666666666666,86.0,89.0,English,USA,A
Necessary Roughness,1991,6.321287231826699,6.5056939501779345,?,5.88,6.066666666666666,5.55,?,5.85,5.955555555555556,6.041666666666668,5.699999999999999,?,8.0,English,USA,C
Ned Kelly,1970,7.090517241379306,6.59053643724697,6.805938349954643,6.7625,5.0,6.233333333333333,?,6.6571428571428575,5.0,5.0,5.0,?,833.0,English,UK,F
Need for Speed,2014,6.164596895343019,6.59053643724697,6.805938349954643,6.5,6.5,6.5,6.424999999999999,6.65,6.44,6.3,6.5,39.0,133.0,English,USA,B
Needful Things,1993,6.59053643724697,6.805938349954643,6.270794392523365,6.2,6.057142857142857,6.514285714285714,?,7.133333333333334,6.9862068965517246,6.609999999999999,7.275,?,16.0,English,USA,C
Needing You...,2000,6.596904663640125,6.321287231826699,?,6.7,6.65,6.800000000000001,6.760000000000001,6.680000000000001,6.316666666666666,6.8,6.8,?,1.0,Cantonese,Hong Kong,B
The Negotiator,1998,6.164596895343019,6.59053643724697,6.805938349954643,6.766666666666666,6.2,7.3,?,6.4868421052631575,6.861538461538462,6.86153846153846,7.3,62.0,105.0,English,Germany,B
Neighbors,1920,6.7513986013986,6.321287231826699,6.596904663640125,7.384615384615385,7.325000000000001,7.416666666666665,?,7.47391304347826,7.5,7.45,7.7,?,2.0,English,USA,A
Neil Young: Heart of Gold,2006,7.163705103969749,6.73577586206896,?,6.792857142857143,N/A,?,?,6.766666666666666,7.8,7.8,7.8,85.0,2.0,English,USA,A
Nell,1994,6.805938349954643,?,?,6.535294117647059,6.5,6.375,6.5,6.6428571428571415,6.686956521739132,5.9142857142857155,6.933333333333334,?,22.0,English,USA,B
Nemesis Game,2003,6.511945812807886,6.295724782899136,?,5.7,5.7,?,?,6.1,6.511111111111109,4.55,6.366666666666667,?,1.0,English,Canada,C
The Neon Bible,1995,6.805938349954643,?,?,6.5,6.5,6.1,?,6.1,5.3,6.924999999999999,5.96,?,601.0,English,UK,C
The Nest,2002,6.164596895343019,6.59053643724697,6.295724782899136,6.75,6.9,6.9,?,6.333333333333333,7.066666666666667,6.566666666666667,6.92,?,4.0,French,France,B
The Nesting,1981,5.6362158167036265,?,?,4.5,4.5,4.5,?,4.5,4.5,4.5,5.372222222222224,?,622.0,English,USA,F
The Net,1995,6.164596895343019,6.59053643724697,6.805938349954643,6.459999999999999,5.68,6.233333333333333,?,6.242307692307691,6.044444444444444,5.62,6.8,51.0,47.0,English,USA,C
Netto,2005,6.805938349954643,?,?,6.8,6.8,?,?,6.8,6.8,6.8,6.8,?,337.0,German,Germany,B
Nevada Smith,1966,6.757500000000003,?,?,7.005882352941177,6.375,6.806666666666666,6.806666666666666,7.113043478260869,7.031578947368421,6.466666666666667,7.338461538461538,?,5.0,English,USA,B
The Nevadan,1950,6.757500000000003,?,?,6.236842105263158,6.2,6.2,6.2,6.980000000000001,6.675,6.6000000000000005,6.2,?,452.0,English,USA,C
Never Back Down,2008,6.164596895343019,6.805938349954643,6.5056939501779345,6.6,6.25,?,?,6.6,5.9399999999999995,5.928571428571429,7.15,39.0,79.0,English,USA,B
Never Been Kissed,1999,6.321287231826699,6.805938349954643,6.596904663640125,4.975,6.125,6.266666666666667,?,5.995,5.9375,6.08,5.6,60.0,66.0,English,USA,C
Never Cry Wolf,1983,6.3626827717736845,6.805938349954643,?,7.074999999999999,7.6,7.150000000000001,6.25,6.928571428571429,6.963636363636363,7.6,7.6,?,6.0,Inuktitut,USA,A
Never Die Alone,2004,6.164596895343019,6.59053643724697,6.805938349954643,5.814285714285715,5.7,5.7,?,5.725,6.18,5.7,5.7,38.0,4.0,English,USA,C
Never a Dull Moment,1968,6.2881696428571345,6.321287231826699,6.59053643724697,5.425,6.6000000000000005,6.2,?,6.785714285714286,7.118181818181819,6.75,5.949999999999999,?,342.0,English,USA,C
Never Give a Sucker an Even Break,1941,6.321287231826699,6.58008948545861,?,7.384615384615385,6.5,7.5,7.35,7.050000000000001,7.5,7.5,7.5,?,1.0,English,USA,A
Never Let Me Go,2010,6.805938349954643,6.596904663640125,5.828839390386872,7.0,7.433333333333334,6.9,?,7.05,7.033333333333334,7.2,7.300000000000001,69.0,107.0,English,UK,B
Never Say Never Again,1983,6.164596895343019,6.3626827717736845,6.295724782899136,6.542857142857144,6.2,6.8,6.6,6.6000000000000005,6.85,7.133333333333334,5.366666666666667,?,47.0,English,UK,C
Never So Few,1959,6.805938349954643,7.116258351893096,?,6.861111111111112,6.75,5.9,?,6.795652173913043,6.5600000000000005,6.8076923076923075,7.113043478260869,?,2.0,English,USA,C
Never on Sunday,1960,6.321287231826699,6.805938349954643,6.596904663640125,7.477777777777778,7.45,?,?,7.360000000000001,7.2,7.75,6.7,?,3.0,English,Greece,B
Never Talk to Strangers,1995,6.59053643724697,6.805938349954643,6.596904663640125,6.2,5.1,5.1,?,6.177777777777777,6.204761904761905,5.62,6.333333333333333,?,5.0,English,USA,F
Never Too Late,1965,6.321287231826699,?,?,5.6,6.6,6.6,?,7.0,6.6,7.052941176470589,6.585714285714287,?,300.0,English,USA,B
The NeverEnding Story,1984,6.3626827717736845,6.805938349954643,6.2881696428571345,6.860000000000001,7.433333333333334,7.4,5.550000000000001,7.35,6.5,7.4,7.4,46.0,97.0,English,West Germany,B
The Neverending Story II: The Next Chapter,1990,6.3626827717736845,6.805938349954643,6.2881696428571345,6.570000000000002,4.05,5.550000000000001,?,5.533333333333334,5.0,5.0,5.0,?,17.0,English,USA,F
The Neverending Story III,1994,6.3626827717736845,6.321287231826699,6.2881696428571345,4.875,4.666666666666667,4.05,5.550000000000001,4.575,3.1,6.165000000000001,3.1,?,8.0,English,Germany,F
The New Adventures of Pippi Longstocking,1988,6.2881696428571345,6.3626827717736845,6.270794392523365,6.7625,6.3999999999999995,6.45,?,5.9,5.9,5.9,6.6,?,3.0,English,Sweden,C
New Best Friend,2002,6.805938349954643,6.511945812807886,6.295724782899136,5.3,5.3,?,?,5.333333333333333,5.3,4.916666666666667,5.8,13.0,2.0,English,USA,F
The New Guy,2002,6.321287231826699,?,?,5.9,5.9,?,?,5.9,5.8999999999999995,6.2124999999999995,5.9,24.0,28.0,English,USA,C
New Jack City,1991,6.164596895343019,6.59053643724697,6.805938349954643,5.419999999999999,6.6,6.6,6.6,6.104166666666665,5.571428571428572,6.1,6.125,61.0,23.0,English,USA,B
The New Janitor,1914,6.7513986013986,6.321287231826699,?,7.168292682926832,N/A,?,?,6.902272727272728,6.1,6.540000000000001,7.2,?,521.0,English,USA,C
A New Leaf,1971,6.321287231826699,6.596904663640125,?,6.525,6.24,7.5,?,6.890624999999998,7.5,6.814285714285714,6.8999999999999995,?,2.0,English,USA,A
New Moon,1930,6.805938349954643,6.58008948545861,6.596904663640125,7.014285714285714,6.6125,6.966666666666666,7.15,6.333333333333333,6.1,7.005263157894737,7.185714285714285,?,89.0,English,USA,C
New Pillow Fight,1897,6.321287231826699,6.7513986013986,?,N/A,N/A,?,?,6.0,6.0,?,?,?,15.0,N/A,USA,C
New Police Story,2004,6.164596895343019,6.59053643724697,6.805938349954643,6.8999999999999995,6.574999999999999,?,?,6.477777777777781,5.640000000000001,7.0,7.0,?,18.0,Cantonese,Hong Kong,B
